date,region,temp_avg,temp_max,temp_min,humidity,rainfall,solar_radiation,wind_speed
2023-01-01,Yangon,23.78,29.68,18.93,73.39,0.0,17.48,1.68
2023-01-02,Yangon,23.38,30.1,18.35,73.35,0.0,18.55,1.95
2023-01-03,Yangon,23.41,29.94,17.88,75.15,0.0,17.83,2.01
2023-01-04,Yangon,24.79,31.05,19.68,75.04,0.0,18.19,1.64
2023-01-05,Yangon,25.64,32.17,20.21,74.6,0.0,17.45,1.88
2023-01-06,Yangon,25.41,31.33,21.25,72.4,0.0,17.65,2.61
2023-01-07,Yangon,24.06,30.16,19.74,68.69,0.0,18.53,2.57
2023-01-08,Yangon,23.72,31.12,17.97,68.7,0.0,19.09,1.86
2023-01-09,Yangon,24.16,32.27,17.62,67.71,0.0,14.24,1.55
2023-01-10,Yangon,24.99,32.53,17.48,64.79,0.0,18.46,1.14
2023-01-11,Yangon,24.8,32.72,17.72,57.93,0.0,18.5,1.04
2023-01-12,Yangon,23.91,32.39,16.63,57.54,0.0,19.55,1.21
2023-01-13,Yangon,23.59,31.9,16.45,60.61,0.0,19.97,1.5
2023-01-14,Yangon,23.05,31.62,14.96,54.08,0.0,20.49,1.33
2023-01-15,Yangon,23.31,32.32,14.39,48.85,0.0,20.53,1.52
2023-01-16,Yangon,22.95,31.68,15.22,60.75,0.0,18.73,1.27
2023-01-17,Yangon,23.93,31.76,17.37,65.81,0.0,19.1,1.37
2023-01-18,Yangon,24.36,32.27,17.29,67.68,0.0,17.3,1.13
2023-01-19,Yangon,24.73,31.93,18.54,70.29,0.0,17.76,1.39
2023-01-20,Yangon,24.52,32.38,17.89,66.81,0.0,19.64,1.65
2023-01-21,Yangon,24.4,32.49,17.33,64.91,0.0,20.03,1.24
2023-01-22,Yangon,24.42,32.91,18.3,62.44,0.0,20.55,1.12
2023-01-23,Yangon,24.38,33.48,17.55,62.05,0.0,20.42,1.3
2023-01-24,Yangon,24.96,33.87,17.18,64.69,0.0,19.68,1.85
2023-01-25,Yangon,24.36,31.43,19.46,58.66,0.0,18.48,2.85
2023-01-26,Yangon,24.54,32.46,18.23,63.87,0.0,18.92,1.54
2023-01-27,Yangon,25.46,33.63,18.61,64.97,0.0,18.86,2.2
2023-01-28,Yangon,24.57,31.29,20.15,60.18,0.0,19.54,3.58
2023-01-29,Yangon,23.3,29.94,18.41,57.85,0.0,19.94,3.69
2023-01-30,Yangon,23.03,30.57,17.06,57.76,0.0,20.17,3.13
2023-01-31,Yangon,24.85,32.71,18.14,57.76,0.0,19.54,1.76
2023-02-01,Yangon,26.82,34.93,20.97,54.69,0.0,17.85,1.4
2023-02-02,Yangon,27.39,35.88,20.22,56.9,0.0,18.66,1.47
2023-02-03,Yangon,28.4,37.01,21.16,56.53,0.0,18.33,1.53
2023-02-04,Yangon,28.69,37.37,21.58,52.99,0.07,17.62,1.57
2023-02-05,Yangon,28.84,37.06,22.21,45.65,0.0,17.79,1.79
2023-02-06,Yangon,28.53,37.28,20.9,40.48,0.0,20.65,1.95
2023-02-07,Yangon,27.85,36.44,20.66,40.27,0.0,19.91,2.41
2023-02-08,Yangon,26.42,35.69,18.59,38.16,0.0,21.66,1.98
2023-02-09,Yangon,26.06,36.4,16.84,37.5,0.0,21.5,1.49
2023-02-10,Yangon,26.54,36.71,17.91,44.02,0.0,20.68,1.87
2023-02-11,Yangon,27.0,37.17,18.25,44.15,0.0,21.05,1.98
2023-02-12,Yangon,26.77,37.28,17.64,45.72,0.0,21.36,1.43
2023-02-13,Yangon,26.83,36.84,18.22,48.45,0.0,21.82,1.73
2023-02-14,Yangon,26.7,36.86,18.36,49.67,0.0,22.53,1.44
2023-02-15,Yangon,27.03,36.85,17.73,48.93,0.21,21.78,2.11
2023-02-16,Yangon,26.81,32.33,23.06,68.94,12.0,18.07,2.37
2023-02-17,Yangon,25.41,30.55,23.03,75.61,4.62,13.16,1.94
2023-02-18,Yangon,27.09,34.31,21.78,63.24,0.34,21.16,1.26
2023-02-19,Yangon,27.53,35.91,19.64,52.31,0.0,22.58,1.33
2023-02-20,Yangon,26.82,35.58,18.93,52.82,0.0,21.18,1.74
2023-02-21,Yangon,27.61,36.07,19.66,53.74,0.0,20.53,1.67
2023-02-22,Yangon,27.98,36.42,20.42,53.45,0.0,18.8,1.54
2023-02-23,Yangon,28.53,36.32,22.1,51.51,0.0,18.62,1.7
2023-02-24,Yangon,28.27,37.15,20.09,46.67,0.0,21.11,1.92
2023-02-25,Yangon,27.61,34.5,22.07,51.45,0.0,19.61,2.09
2023-02-26,Yangon,27.43,33.9,23.09,50.42,0.0,20.79,3.53
2023-02-27,Yangon,26.8,34.0,20.92,47.14,0.0,20.86,2.84
2023-02-28,Yangon,26.95,35.29,19.2,48.89,0.0,18.54,1.66
2023-03-01,Yangon,28.52,37.11,20.55,44.02,0.0,21.87,1.75
2023-03-02,Yangon,29.46,38.48,20.74,43.23,0.0,18.64,1.64
2023-03-03,Yangon,29.6,38.71,21.81,44.91,0.0,18.13,1.5
2023-03-04,Yangon,29.44,38.03,21.64,44.68,0.0,19.77,1.67
2023-03-05,Yangon,29.46,37.24,23.0,51.14,0.0,16.65,1.84
2023-03-06,Yangon,29.61,37.58,22.25,46.23,0.0,18.97,1.67
2023-03-07,Yangon,29.92,37.89,22.24,44.42,0.0,19.31,1.39
2023-03-08,Yangon,30.31,38.7,22.5,46.31,0.0,19.26,1.73
2023-03-09,Yangon,31.32,39.82,23.54,44.93,0.0,20.01,1.91
2023-03-10,Yangon,31.56,39.12,24.32,40.4,0.0,18.44,1.5
2023-03-11,Yangon,32.24,39.92,26.07,39.76,0.01,16.35,1.3
2023-03-12,Yangon,30.53,36.22,26.2,60.98,4.75,14.08,1.48
2023-03-13,Yangon,28.23,31.38,25.74,65.62,0.28,13.96,2.94
2023-03-14,Yangon,28.32,34.3,23.18,55.31,0.02,17.95,2.06
2023-03-15,Yangon,29.16,34.72,23.71,57.17,0.3,19.06,1.28
2023-03-16,Yangon,31.22,38.49,23.73,46.36,0.01,20.28,1.86
2023-03-17,Yangon,31.77,39.26,24.82,41.05,0.01,19.26,1.92
2023-03-18,Yangon,32.09,39.35,25.03,46.12,0.38,20.96,1.82
2023-03-19,Yangon,32.3,39.7,25.74,42.21,0.56,20.82,2.21
2023-03-20,Yangon,32.1,39.26,25.78,42.88,0.0,21.75,2.86
2023-03-21,Yangon,32.11,39.76,26.08,36.78,0.0,22.18,2.77
2023-03-22,Yangon,31.38,39.85,24.07,45.18,0.0,25.53,3.18
2023-03-23,Yangon,30.82,39.29,22.75,50.32,0.0,24.67,3.37
2023-03-24,Yangon,30.94,39.47,22.63,47.94,0.0,26.05,2.62
2023-03-25,Yangon,31.2,39.84,23.26,48.14,0.0,25.26,2.35
2023-03-26,Yangon,31.5,40.33,23.24,46.99,0.0,24.26,2.19
2023-03-27,Yangon,31.73,40.51,23.49,44.97,0.0,25.39,2.21
2023-03-28,Yangon,32.06,41.22,23.19,44.5,0.0,25.34,2.42
2023-03-29,Yangon,32.59,41.24,23.91,40.53,0.0,26.1,2.41
2023-03-30,Yangon,31.94,40.35,23.93,44.55,0.0,25.44,2.75
2023-03-31,Yangon,31.4,39.88,23.18,48.02,0.0,25.02,2.49
2023-04-01,Yangon,31.92,40.77,24.11,49.32,0.0,24.66,2.86
2023-04-02,Yangon,31.01,40.37,22.93,50.29,0.0,25.83,3.29
2023-04-03,Yangon,30.81,39.4,23.15,53.72,0.0,25.48,3.6
2023-04-04,Yangon,31.15,39.64,23.5,51.35,0.0,25.8,2.94
2023-04-05,Yangon,31.66,39.85,23.99,49.77,0.0,24.73,2.38
2023-04-06,Yangon,32.63,40.63,25.24,47.81,0.0,23.49,2.2
2023-04-07,Yangon,33.65,42.18,25.71,44.4,0.0,24.46,2.23
2023-04-08,Yangon,34.91,43.16,27.3,35.66,0.0,24.76,2.16
2023-04-09,Yangon,33.81,42.44,25.91,33.7,0.0,22.35,2.24
2023-04-10,Yangon,33.01,41.79,25.41,43.3,0.0,23.83,2.11
2023-04-11,Yangon,33.46,41.97,25.29,46.09,0.0,24.09,1.95
2023-04-12,Yangon,33.66,42.05,25.94,43.63,0.0,22.98,2.49
2023-04-13,Yangon,33.08,41.51,25.68,44.97,0.0,23.98,2.25
2023-04-14,Yangon,32.93,42.25,24.28,46.57,0.0,25.99,2.23
2023-04-15,Yangon,33.39,42.67,25.39,48.53,0.0,25.31,2.19
2023-04-16,Yangon,33.4,42.12,26.02,50.4,0.0,24.83,2.35
2023-04-17,Yangon,33.62,42.13,26.89,49.28,0.0,23.69,2.57
2023-04-18,Yangon,33.83,42.98,25.21,48.33,0.0,23.92,2.43
2023-04-19,Yangon,33.72,41.74,26.98,50.68,0.0,22.92,2.82
2023-04-20,Yangon,32.89,41.04,25.43,50.69,0.0,22.87,2.65
2023-04-21,Yangon,33.4,40.79,26.86,51.83,0.24,23.21,2.59
2023-04-22,Yangon,33.53,41.29,26.08,48.89,0.95,22.92,2.17
2023-04-23,Yangon,33.55,41.54,26.58,51.18,3.1,23.66,2.57
2023-04-24,Yangon,33.42,39.76,28.12,50.89,0.79,24.41,2.11
2023-04-25,Yangon,34.27,41.46,27.89,44.24,4.55,24.86,1.73
2023-04-26,Yangon,31.39,38.61,26.96,60.24,11.39,23.51,1.63
2023-04-27,Yangon,31.95,39.06,26.02,61.17,0.86,23.28,2.04
2023-04-28,Yangon,32.61,40.36,26.57,50.73,0.06,26.01,2.12
2023-04-29,Yangon,32.83,41.16,25.4,49.05,0.29,26.22,2.13
2023-04-30,Yangon,32.59,40.82,25.95,55.3,3.0,25.98,2.44
2023-05-01,Yangon,32.86,39.47,27.22,54.03,0.35,24.23,2.18
2023-05-02,Yangon,33.93,40.63,28.37,48.27,0.42,24.66,2.02
2023-05-03,Yangon,33.11,38.8,28.84,53.87,2.33,20.12,2.04
2023-05-04,Yangon,34.23,41.29,27.72,45.91,0.21,23.58,2.32
2023-05-05,Yangon,34.12,41.88,27.22,45.56,0.0,24.8,2.93
2023-05-06,Yangon,34.73,42.84,27.28,46.15,0.01,24.98,2.76
2023-05-07,Yangon,35.3,43.08,28.31,46.42,0.16,24.61,2.78
2023-05-08,Yangon,35.03,42.99,28.75,51.21,1.82,24.22,2.54
2023-05-09,Yangon,31.78,35.09,28.88,64.8,8.21,20.88,1.98
2023-05-10,Yangon,30.3,33.55,27.59,73.64,20.91,20.18,1.55
2023-05-11,Yangon,28.61,31.02,26.75,83.6,18.44,20.21,1.52
2023-05-12,Yangon,28.4,31.25,26.47,83.06,24.32,9.39,2.51
2023-05-13,Yangon,29.53,32.2,26.95,79.34,9.07,14.94,5.1
2023-05-14,Yangon,30.27,34.14,27.48,73.5,12.38,18.08,6.23
2023-05-15,Yangon,29.32,33.66,26.29,76.65,30.27,14.7,4.08
2023-05-16,Yangon,29.58,34.48,25.27,74.9,3.61,18.77,2.24
2023-05-17,Yangon,29.62,34.66,25.35,74.48,5.77,23.76,1.85
2023-05-18,Yangon,29.81,36.13,25.32,68.46,1.59,22.93,3.46
2023-05-19,Yangon,30.15,37.02,23.99,66.6,0.16,22.42,2.66
2023-05-20,Yangon,31.07,37.63,25.3,66.7,0.08,21.68,2.56
2023-05-21,Yangon,31.37,37.71,25.59,65.17,0.25,18.97,2.22
2023-05-22,Yangon,30.61,35.79,26.46,70.06,4.86,17.15,2.3
2023-05-23,Yangon,29.97,35.16,26.55,75.45,12.18,20.57,2.32
2023-05-24,Yangon,30.21,35.33,26.68,73.37,0.87,19.72,2.78
2023-05-25,Yangon,29.53,34.31,25.64,72.95,0.18,21.32,2.69
2023-05-26,Yangon,31.13,37.59,25.4,65.43,0.03,22.21,2.71
2023-05-27,Yangon,31.29,37.69,26.08,66.31,0.15,21.25,2.84
2023-05-28,Yangon,30.88,36.72,26.07,69.46,6.17,20.94,2.58
2023-05-29,Yangon,28.9,32.0,26.7,79.14,6.01,10.83,2.14
2023-05-30,Yangon,29.41,33.88,26.15,75.62,3.23,11.98,2.25
2023-05-31,Yangon,28.92,33.26,25.09,76.0,1.42,11.46,2.9
2023-06-01,Yangon,29.08,34.82,23.47,67.43,0.41,22.6,2.65
2023-06-02,Yangon,29.83,34.45,25.79,70.92,0.23,22.3,2.68
2023-06-03,Yangon,29.4,33.87,25.89,75.85,3.91,22.81,2.53
2023-06-04,Yangon,29.09,32.61,26.18,79.79,0.74,10.71,2.51
2023-06-05,Yangon,29.18,33.41,26.34,77.79,3.85,14.58,2.91
2023-06-06,Yangon,29.1,34.0,25.37,76.46,2.78,6.21,2.65
2023-06-07,Yangon,27.82,30.73,25.82,83.17,6.28,7.64,2.6
2023-06-08,Yangon,27.81,31.28,25.54,82.98,22.97,14.9,3.8
2023-06-09,Yangon,28.08,31.28,25.66,83.24,8.16,16.08,3.32
2023-06-10,Yangon,28.78,33.54,25.98,79.2,2.62,11.63,3.22
2023-06-11,Yangon,28.59,33.08,25.85,76.29,1.88,5.52,2.6
2023-06-12,Yangon,29.13,33.58,25.62,75.64,2.24,5.13,3.96
2023-06-13,Yangon,28.52,32.72,26.09,81.77,11.18,8.63,3.48
2023-06-14,Yangon,28.56,33.09,25.53,81.65,19.67,14.17,3.56
2023-06-15,Yangon,28.04,31.45,25.69,85.37,5.34,9.7,3.44
2023-06-16,Yangon,28.99,32.88,25.59,79.96,0.86,19.05,2.07
2023-06-17,Yangon,28.73,32.19,26.01,82.74,7.74,12.37,2.06
2023-06-18,Yangon,28.58,32.42,25.66,81.77,2.51,10.41,2.71
2023-06-19,Yangon,28.4,32.59,25.88,80.16,1.16,10.25,3.22
2023-06-20,Yangon,28.36,33.1,25.4,78.38,8.51,7.86,3.27
2023-06-21,Yangon,27.94,32.7,24.76,77.94,4.97,10.93,3.0
2023-06-22,Yangon,27.2,30.26,24.54,82.4,4.17,10.12,2.07
2023-06-23,Yangon,28.39,32.72,24.96,78.31,3.12,15.43,2.3
2023-06-24,Yangon,28.44,33.72,24.94,77.27,12.98,10.31,2.85
2023-06-25,Yangon,27.55,31.11,24.24,82.89,31.61,9.14,1.73
2023-06-26,Yangon,26.63,29.39,24.74,83.87,9.04,6.09,2.04
2023-06-27,Yangon,28.1,33.37,23.9,79.64,2.12,21.32,2.49
2023-06-28,Yangon,29.03,34.38,24.57,77.82,2.09,19.41,2.23
2023-06-29,Yangon,28.68,32.47,25.67,80.82,7.73,23.21,2.02
2023-06-30,Yangon,28.79,33.16,25.56,80.07,6.03,12.77,1.94
2023-07-01,Yangon,28.73,32.6,25.56,80.18,1.79,14.5,1.99
2023-07-02,Yangon,28.2,32.03,25.67,82.43,16.44,19.16,1.82
2023-07-03,Yangon,28.0,31.34,25.42,86.41,8.5,8.12,2.89
2023-07-04,Yangon,27.24,28.81,25.8,90.57,5.8,9.15,3.87
2023-07-05,Yangon,27.73,31.11,25.5,85.74,9.51,11.27,3.7
2023-07-06,Yangon,27.24,29.67,25.33,86.93,3.97,12.87,2.51
2023-07-07,Yangon,28.73,33.45,24.34,79.75,2.5,21.42,1.93
2023-07-08,Yangon,29.42,34.02,25.44,78.12,6.97,21.58,1.89
2023-07-09,Yangon,28.06,30.88,25.55,87.02,40.5,18.88,1.53
2023-07-10,Yangon,26.99,28.96,25.46,90.72,29.57,15.87,2.16
2023-07-11,Yangon,26.98,30.0,24.8,88.07,6.02,7.13,1.93
2023-07-12,Yangon,27.43,30.74,24.57,87.48,15.32,15.13,1.9
2023-07-13,Yangon,27.56,30.41,25.49,88.67,25.75,12.62,2.17
2023-07-14,Yangon,27.25,30.43,24.55,87.71,9.1,11.77,2.88
2023-07-15,Yangon,27.6,31.93,23.67,84.47,3.87,10.9,2.41
2023-07-16,Yangon,27.53,30.78,25.14,87.11,8.55,16.0,2.47
2023-07-17,Yangon,27.24,30.8,25.13,88.65,8.54,13.12,2.58
2023-07-18,Yangon,26.82,30.91,24.03,86.67,14.78,13.96,4.07
2023-07-19,Yangon,27.37,31.15,25.14,85.71,8.57,11.1,3.6
2023-07-20,Yangon,27.47,30.61,24.9,85.23,1.41,15.75,3.24
2023-07-21,Yangon,27.27,30.45,24.67,87.79,5.8,14.99,2.49
2023-07-22,Yangon,26.9,29.52,24.99,90.24,34.81,21.3,1.95
2023-07-23,Yangon,26.99,29.45,24.87,88.89,5.49,18.64,2.04
2023-07-24,Yangon,27.22,30.14,24.86,88.16,2.4,15.66,1.93
2023-07-25,Yangon,27.04,30.1,25.18,89.21,5.0,13.91,2.44
2023-07-26,Yangon,27.01,29.83,25.19,89.64,5.53,14.74,2.5
2023-07-27,Yangon,28.1,32.2,25.11,85.18,2.65,18.84,3.01
2023-07-28,Yangon,28.09,31.85,25.32,86.21,2.97,12.41,3.53
2023-07-29,Yangon,27.7,30.46,25.62,89.56,17.0,4.51,2.94
2023-07-30,Yangon,27.47,29.13,26.05,91.67,43.28,4.8,4.95
2023-07-31,Yangon,27.89,30.25,26.25,90.79,49.6,2.72,5.54
2023-08-01,Yangon,27.73,30.13,26.41,91.34,44.27,17.04,4.81
2023-08-02,Yangon,27.5,29.5,26.18,92.41,40.08,7.06,3.66
2023-08-03,Yangon,27.86,30.83,25.97,90.43,30.17,7.43,3.29
2023-08-04,Yangon,27.5,30.24,25.65,91.47,42.89,13.96,3.23
2023-08-05,Yangon,27.18,29.49,25.54,92.97,67.06,15.09,3.12
2023-08-06,Yangon,27.57,30.6,25.41,90.74,26.73,15.45,3.12
2023-08-07,Yangon,26.53,28.29,24.98,94.12,54.63,8.42,3.56
2023-08-08,Yangon,26.73,28.91,24.92,92.68,59.15,6.56,2.85
2023-08-09,Yangon,26.64,28.72,24.95,91.91,12.94,7.03,3.49
2023-08-10,Yangon,27.21,30.09,25.29,89.86,6.31,14.79,2.92
2023-08-11,Yangon,25.93,28.98,23.58,89.97,0.59,14.43,2.65
2023-08-12,Yangon,26.43,29.38,23.46,88.91,12.98,16.26,1.75
2023-08-13,Yangon,27.37,30.82,24.35,88.92,3.6,19.01,2.33
2023-08-14,Yangon,27.22,30.21,25.04,89.32,15.0,14.01,2.79
2023-08-15,Yangon,27.45,30.6,25.16,89.23,2.23,13.84,2.24
2023-08-16,Yangon,26.5,28.26,25.0,91.35,8.48,11.72,2.88
2023-08-17,Yangon,26.39,29.06,24.4,89.91,1.01,12.18,3.58
2023-08-18,Yangon,27.28,30.89,24.44,88.09,0.31,10.74,2.09
2023-08-19,Yangon,27.66,31.16,24.76,88.06,0.13,18.26,1.99
2023-08-20,Yangon,27.7,31.22,24.86,88.43,0.53,20.13,2.17
2023-08-21,Yangon,27.46,30.51,25.43,88.71,0.38,18.81,2.32
2023-08-22,Yangon,27.08,30.6,24.76,87.07,0.15,6.75,2.32
2023-08-23,Yangon,26.47,29.53,24.35,89.29,1.44,14.67,2.1
2023-08-24,Yangon,26.83,30.42,23.96,87.81,3.26,14.21,2.65
2023-08-25,Yangon,27.26,31.08,24.15,87.85,5.7,9.2,2.84
2023-08-26,Yangon,27.49,31.21,24.82,88.35,17.18,6.96,2.69
2023-08-27,Yangon,26.97,29.63,24.74,89.03,3.72,17.2,2.38
2023-08-28,Yangon,27.4,31.69,24.22,87.59,3.26,16.23,2.44
2023-08-29,Yangon,27.15,30.66,24.32,87.15,5.63,15.63,1.52
2023-08-30,Yangon,27.33,30.81,24.79,88.09,3.68,20.75,2.1
2023-08-31,Yangon,27.7,31.17,24.64,86.97,1.78,15.22,1.71
2023-09-01,Yangon,27.95,31.26,25.44,88.39,5.91,15.88,2.36
2023-09-02,Yangon,26.99,28.86,25.69,92.04,1.61,15.9,2.22
2023-09-03,Yangon,27.35,30.87,24.95,89.78,20.71,16.19,2.81
2023-09-04,Yangon,27.16,29.53,25.44,91.66,4.05,13.75,2.85
2023-09-05,Yangon,27.45,30.31,25.42,91.61,29.37,5.71,2.44
2023-09-06,Yangon,27.24,29.77,25.7,92.03,10.29,8.03,3.03
2023-09-07,Yangon,27.16,29.67,25.24,92.32,13.12,13.42,2.55
2023-09-08,Yangon,27.48,30.52,25.26,88.91,15.45,10.1,2.73
2023-09-09,Yangon,27.44,30.72,25.05,89.1,2.47,15.17,2.6
2023-09-10,Yangon,26.97,29.81,24.95,90.81,9.42,15.71,1.83
2023-09-11,Yangon,26.81,29.49,25.04,91.3,18.79,13.45,3.09
2023-09-12,Yangon,26.74,28.48,25.01,93.43,24.81,8.39,2.88
2023-09-13,Yangon,26.92,29.41,25.19,91.55,44.07,9.08,3.01
2023-09-14,Yangon,27.11,30.26,24.76,90.02,11.54,9.2,2.61
2023-09-15,Yangon,26.34,28.8,24.12,90.07,29.69,11.61,2.71
2023-09-16,Yangon,26.2,28.68,23.89,91.76,18.88,9.62,1.87
2023-09-17,Yangon,26.59,28.98,24.93,92.3,7.07,15.14,2.35
2023-09-18,Yangon,26.75,29.04,24.97,92.94,13.01,9.96,3.44
2023-09-19,Yangon,26.93,28.98,25.63,92.35,0.6,11.9,2.53
2023-09-20,Yangon,27.61,30.92,25.15,90.11,4.0,18.32,1.73
2023-09-21,Yangon,27.1,29.47,24.92,90.0,0.73,21.52,1.3
2023-09-22,Yangon,27.28,30.36,24.79,88.9,4.73,22.78,1.77
2023-09-23,Yangon,27.68,31.09,24.66,88.1,19.64,21.26,1.44
2023-09-24,Yangon,28.11,31.77,25.22,87.22,1.09,23.25,1.35
2023-09-25,Yangon,27.71,30.93,25.02,88.35,5.89,22.89,1.36
2023-09-26,Yangon,27.18,29.85,25.68,90.54,11.68,20.82,2.15
2023-09-27,Yangon,27.32,30.21,25.1,91.85,31.94,17.93,2.24
2023-09-28,Yangon,26.29,27.32,25.07,94.6,67.79,5.82,3.94
2023-09-29,Yangon,26.49,28.39,24.94,94.21,28.65,11.11,2.78
2023-09-30,Yangon,26.49,28.86,24.82,92.98,8.77,6.26,2.28
2023-10-01,Yangon,26.43,28.77,24.76,93.12,10.79,5.53,2.29
2023-10-02,Yangon,26.49,28.93,24.74,92.91,2.59,10.54,1.71
2023-10-03,Yangon,27.23,30.82,24.09,89.27,0.64,17.46,1.76
2023-10-04,Yangon,27.07,29.76,24.46,87.27,5.96,16.96,1.07
2023-10-05,Yangon,27.86,31.31,24.68,87.69,8.31,17.74,1.28
2023-10-06,Yangon,27.21,29.5,25.43,92.58,9.7,7.08,2.31
2023-10-07,Yangon,26.49,28.26,25.15,92.84,9.83,4.65,2.07
2023-10-08,Yangon,25.86,27.63,24.32,92.14,4.27,3.25,2.37
2023-10-09,Yangon,27.09,30.23,24.29,90.45,14.07,4.99,1.96
2023-10-10,Yangon,26.77,28.51,25.12,88.78,9.45,7.88,1.05
2023-10-11,Yangon,26.31,29.6,24.39,90.03,7.57,18.94,1.32
2023-10-12,Yangon,26.63,29.06,24.07,84.6,1.93,21.07,0.98
2023-10-13,Yangon,27.26,30.15,23.82,83.43,7.48,21.25,0.75
2023-10-14,Yangon,27.61,31.09,24.22,86.78,16.2,21.13,1.16
2023-10-15,Yangon,27.81,31.56,24.29,85.97,39.17,20.63,1.4
2023-10-16,Yangon,27.34,31.29,24.31,88.41,8.06,14.59,1.38
2023-10-17,Yangon,27.54,29.96,25.44,87.75,7.26,19.67,1.13
2023-10-18,Yangon,27.33,30.56,24.43,86.01,0.45,17.39,0.9
2023-10-19,Yangon,28.29,32.23,24.73,81.31,3.25,20.02,0.71
2023-10-20,Yangon,27.75,31.29,24.37,85.87,1.44,21.13,1.19
2023-10-21,Yangon,27.14,30.9,24.19,87.91,5.21,17.76,1.44
2023-10-22,Yangon,26.52,28.47,24.9,90.81,2.77,20.35,1.79
2023-10-23,Yangon,26.86,29.63,24.68,87.05,11.68,18.01,1.42
2023-10-24,Yangon,27.39,31.06,24.41,82.66,1.17,16.36,1.04
2023-10-25,Yangon,27.19,30.94,23.63,83.69,1.83,19.34,0.97
2023-10-26,Yangon,27.78,31.0,23.99,82.29,5.12,17.88,1.13
2023-10-27,Yangon,27.45,29.94,24.66,85.05,31.74,14.2,0.74
2023-10-28,Yangon,27.07,29.27,24.66,85.36,2.34,13.48,0.83
2023-10-29,Yangon,27.04,30.33,23.94,86.48,2.94,18.97,1.0
2023-10-30,Yangon,26.88,29.93,24.42,88.49,22.47,12.31,1.03
2023-10-31,Yangon,26.25,28.91,24.66,89.99,1.98,20.04,1.83
2023-11-01,Yangon,27.2,29.85,24.34,85.58,1.94,20.6,1.16
2023-11-02,Yangon,27.2,30.17,23.85,84.1,0.39,19.7,0.96
2023-11-03,Yangon,27.6,31.05,23.51,81.96,0.0,19.26,0.97
2023-11-04,Yangon,27.57,31.51,23.47,82.87,0.0,19.72,1.06
2023-11-05,Yangon,27.88,31.71,23.75,80.36,0.0,19.29,1.18
2023-11-06,Yangon,28.67,32.47,24.48,75.88,0.02,19.89,0.85
2023-11-07,Yangon,28.77,32.55,24.71,77.77,1.45,17.73,0.66
2023-11-08,Yangon,28.1,31.68,24.16,81.48,0.05,17.68,0.87
2023-11-09,Yangon,28.1,32.19,23.84,79.83,0.01,16.14,0.8
2023-11-10,Yangon,28.12,32.15,24.01,82.92,0.14,17.52,0.97
2023-11-11,Yangon,27.97,30.39,25.05,85.25,1.46,17.34,0.91
2023-11-12,Yangon,27.55,30.3,25.17,86.66,3.54,17.63,1.16
2023-11-13,Yangon,28.17,31.42,24.74,83.34,0.23,17.94,1.05
2023-11-14,Yangon,26.26,27.92,24.83,87.88,0.12,17.31,2.11
2023-11-15,Yangon,26.77,30.2,23.95,86.66,0.06,18.6,1.83
2023-11-16,Yangon,27.28,30.68,24.57,87.81,0.12,18.56,2.21
2023-11-17,Yangon,24.6,26.28,22.72,84.08,0.26,16.7,3.07
2023-11-18,Yangon,23.43,26.8,20.59,80.14,0.0,19.42,2.6
2023-11-19,Yangon,23.99,28.04,20.6,82.19,0.0,19.19,2.03
2023-11-20,Yangon,24.37,28.68,20.55,81.47,0.0,19.1,1.75
2023-11-21,Yangon,25.23,29.48,20.51,80.42,0.0,18.3,1.33
2023-11-22,Yangon,26.9,30.65,23.29,77.64,0.0,17.8,0.64
2023-11-23,Yangon,26.72,30.51,23.39,82.62,0.18,17.54,0.96
2023-11-24,Yangon,26.21,30.2,22.61,84.54,0.0,18.44,1.71
2023-11-25,Yangon,26.0,30.07,22.4,83.68,0.0,18.9,1.58
2023-11-26,Yangon,25.93,30.47,21.95,83.88,0.0,17.62,1.69
2023-11-27,Yangon,26.08,29.96,23.32,83.76,0.0,17.69,1.88
2023-11-28,Yangon,25.57,29.51,22.25,85.88,0.0,18.13,1.79
2023-11-29,Yangon,25.58,29.51,21.86,84.0,0.0,17.21,1.64
2023-11-30,Yangon,25.81,29.67,22.57,86.13,0.0,11.8,1.61
2023-12-01,Yangon,26.7,31.03,23.0,84.78,0.0,17.84,1.68
2023-12-02,Yangon,25.85,29.1,24.15,87.68,0.04,16.23,1.9
2023-12-03,Yangon,26.81,30.56,23.56,84.9,0.01,16.39,1.28
2023-12-04,Yangon,27.32,31.06,23.68,82.02,0.01,16.28,1.48
2023-12-05,Yangon,27.33,31.05,23.38,80.98,0.02,15.51,1.18
2023-12-06,Yangon,27.79,31.48,23.52,80.96,0.04,17.29,0.97
2023-12-07,Yangon,27.57,31.64,24.44,82.61,0.58,16.51,0.99
2023-12-08,Yangon,27.15,30.8,24.57,86.34,1.52,13.69,1.33
2023-12-09,Yangon,27.29,31.26,23.97,83.58,0.13,17.32,1.04
2023-12-10,Yangon,26.98,31.2,23.4,83.71,0.04,16.42,1.08
2023-12-11,Yangon,26.92,31.7,22.54,79.49,0.04,17.06,1.02
2023-12-12,Yangon,27.14,31.78,22.43,78.1,0.0,16.82,1.08
2023-12-13,Yangon,27.26,32.57,22.35,77.29,0.0,16.43,0.96
2023-12-14,Yangon,27.42,32.06,23.19,77.47,0.0,15.12,0.85
